"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION","BROADCAST DATE/TIME","EXCHANGE DISSEMINATION TIME","TIME TAKEN"
"Shriram Finance Limited","26.08","73.92","0","-","31-MAR-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","17-APR-2017 17:10:01",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","31-DEC-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","16-JAN-2017 16:10:02",,"::"
"Shriram Finance Limited","26.05","73.95","0","-","30-SEP-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","18-OCT-2016 17:10:02",,"::"
"Shriram Finance Limited","26.05","73.95","0","-","30-JUN-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","18-JUL-2016 16:10:01",,"::"
"Shriram Finance Limited","26.05","73.95","0","-","31-MAR-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","21-APR-2016 06:15:02",,"::"
"Shriram Finance Limited","26.05","73.95","0","-","31-DEC-2015",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","28-JAN-2016 06:15:02",,"::"
"Shriram Transport Finance Company Limited","0","0","0",,"30-SEP-2015",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Shriram Transport Finance Company Limited","0","0","0",,"30-JUN-2015",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Shriram Transport Finance Company Limited","0","0","0",,"31-MAR-2015",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Shriram Transport Finance Company Limited","0","0","0",,"31-DEC-2014",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Shriram Transport Finance Company Limited","0","0","0",,"30-SEP-2014",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Shriram Transport Finance Company Limited","0","0","0",,"30-JUN-2014",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Shriram Transport Finance Company Limited","0","0","0",,"31-MAR-2014",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
